dataset,class,k_shot,seed,support_calibration_mode,residual_index,loio_residual
mpdd,metal_plate,8,2,loio_conformal,0,16.041879653930664
mpdd,metal_plate,8,2,loio_conformal,1,17.135692596435547
mpdd,metal_plate,8,2,loio_conformal,2,16.442426681518555
mpdd,metal_plate,8,2,loio_conformal,3,16.46000099182129
mpdd,metal_plate,8,2,loio_conformal,4,18.978607177734375
mpdd,metal_plate,8,2,loio_conformal,5,16.696996688842773
mpdd,metal_plate,8,2,loio_conformal,6,19.5922908782959
mpdd,metal_plate,8,2,loio_conformal,7,20.98299789428711
mpdd,metal_plate,8,3,loio_conformal,0,17.213239669799805
mpdd,metal_plate,8,3,loio_conformal,1,18.796419143676758
mpdd,metal_plate,8,3,loio_conformal,2,17.06169319152832
mpdd,metal_plate,8,3,loio_conformal,3,16.393909454345703
mpdd,metal_plate,8,3,loio_conformal,4,19.574813842773438
mpdd,metal_plate,8,3,loio_conformal,5,21.450164794921875
mpdd,metal_plate,8,3,loio_conformal,6,19.29512596130371
mpdd,metal_plate,8,3,loio_conformal,7,19.57901954650879
mpdd,metal_plate,8,4,loio_conformal,0,20.0003662109375
mpdd,metal_plate,8,4,loio_conformal,1,18.205965042114258
mpdd,metal_plate,8,4,loio_conformal,2,16.588075637817383
mpdd,metal_plate,8,4,loio_conformal,3,18.90557289123535
mpdd,metal_plate,8,4,loio_conformal,4,19.70343589782715
mpdd,metal_plate,8,4,loio_conformal,5,18.675981521606445
mpdd,metal_plate,8,4,loio_conformal,6,18.931013107299805
mpdd,metal_plate,8,4,loio_conformal,7,18.09264373779297
mpdd,tubes,1,0,patch_split_conformal,0,11.632630348205566
mpdd,tubes,1,1,patch_split_conformal,0,12.121505737304688
mpdd,tubes,1,2,patch_split_conformal,0,13.175688743591309
mpdd,tubes,1,3,patch_split_conformal,0,11.102689743041992
mpdd,tubes,1,4,patch_split_conformal,0,12.986860275268555
mpdd,tubes,2,0,loio_conformal,0,17.036287307739258
mpdd,tubes,2,0,loio_conformal,1,15.466161727905273
mpdd,tubes,2,1,loio_conformal,0,18.599742889404297
mpdd,tubes,2,1,loio_conformal,1,15.421025276184082
mpdd,tubes,2,2,loio_conformal,0,18.246068954467773
mpdd,tubes,2,2,loio_conformal,1,20.103713989257812
mpdd,tubes,2,3,loio_conformal,0,15.64234447479248
mpdd,tubes,2,3,loio_conformal,1,17.768049240112305
mpdd,tubes,2,4,loio_conformal,0,18.732646942138672
mpdd,tubes,2,4,loio_conformal,1,17.797842025756836
mpdd,tubes,4,0,loio_conformal,0,16.091476440429688
mpdd,tubes,4,0,loio_conformal,1,14.885293006896973
mpdd,tubes,4,0,loio_conformal,2,16.025531768798828
mpdd,tubes,4,0,loio_conformal,3,15.4432954788208
mpdd,tubes,4,1,loio_conformal,0,16.267009735107422
mpdd,tubes,4,1,loio_conformal,1,16.2770938873291
mpdd,tubes,4,1,loio_conformal,2,15.092344284057617
mpdd,tubes,4,1,loio_conformal,3,14.948644638061523
mpdd,tubes,4,2,loio_conformal,0,14.864435195922852
mpdd,tubes,4,2,loio_conformal,1,17.315114974975586
mpdd,tubes,4,2,loio_conformal,2,17.850847244262695
mpdd,tubes,4,2,loio_conformal,3,15.246389389038086
mpdd,tubes,4,3,loio_conformal,0,16.597187042236328
mpdd,tubes,4,3,loio_conformal,1,15.448076248168945
mpdd,tubes,4,3,loio_conformal,2,16.00723648071289
mpdd,tubes,4,3,loio_conformal,3,13.441676139831543
mpdd,tubes,4,4,loio_conformal,0,14.962854385375977
mpdd,tubes,4,4,loio_conformal,1,15.339780807495117
mpdd,tubes,4,4,loio_conformal,2,13.621026992797852
mpdd,tubes,4,4,loio_conformal,3,15.49474811553955
mpdd,tubes,8,0,loio_conformal,0,16.226552963256836
mpdd,tubes,8,0,loio_conformal,1,13.206893920898438
mpdd,tubes,8,0,loio_conformal,2,15.683051109313965
mpdd,tubes,8,0,loio_conformal,3,15.26714038848877
mpdd,tubes,8,0,loio_conformal,4,15.09991455078125
mpdd,tubes,8,0,loio_conformal,5,15.026504516601562
mpdd,tubes,8,0,loio_conformal,6,14.009538650512695
mpdd,tubes,8,0,loio_conformal,7,15.388544082641602
mpdd,tubes,8,1,loio_conformal,0,15.6823148727417
mpdd,tubes,8,1,loio_conformal,1,14.190638542175293
mpdd,tubes,8,1,loio_conformal,2,16.566574096679688
mpdd,tubes,8,1,loio_conformal,3,14.51802921295166
mpdd,tubes,8,1,loio_conformal,4,16.849882125854492
mpdd,tubes,8,1,loio_conformal,5,14.963446617126465
mpdd,tubes,8,1,loio_conformal,6,13.338719367980957
mpdd,tubes,8,1,loio_conformal,7,13.866050720214844
mpdd,tubes,8,2,loio_conformal,0,15.536602973937988
mpdd,tubes,8,2,loio_conformal,1,14.094634056091309
mpdd,tubes,8,2,loio_conformal,2,14.316884994506836
mpdd,tubes,8,2,loio_conformal,3,14.384526252746582
mpdd,tubes,8,2,loio_conformal,4,17.255590438842773
mpdd,tubes,8,2,loio_conformal,5,14.124059677124023
mpdd,tubes,8,2,loio_conformal,6,17.074344635009766
mpdd,tubes,8,2,loio_conformal,7,15.041122436523438
mpdd,tubes,8,3,loio_conformal,0,15.539408683776855
mpdd,tubes,8,3,loio_conformal,1,15.826281547546387
mpdd,tubes,8,3,loio_conformal,2,13.474631309509277
mpdd,tubes,8,3,loio_conformal,3,15.038360595703125
mpdd,tubes,8,3,loio_conformal,4,16.209383010864258
mpdd,tubes,8,3,loio_conformal,5,13.393643379211426
