dataset,class,k_shot,seed,support_calibration_mode,support_cal_median,support_cal_mad,support_cal_q25,support_cal_q75,support_cal_mean,support_cal_std,support_cal_count
mvtec,tile,2,2,loio_conformal,14.23860502243042,0.23372888565063477,14.121740579605103,14.355469465255737,14.23860502243042,0.23372888565063477,2
mvtec,tile,2,3,loio_conformal,20.719810485839844,2.1579246520996094,19.64084815979004,21.79877281188965,20.719810485839844,2.1579246520996094,2
mvtec,tile,2,4,loio_conformal,19.86092758178711,1.8919296264648438,18.914962768554688,20.80689239501953,19.86092758178711,1.8919296264648438,2
mvtec,tile,4,0,loio_conformal,14.143995761871338,1.579695224761963,12.63915205001831,15.737348556518555,14.232504844665527,1.687449103877025,4
mvtec,tile,4,1,loio_conformal,12.915892124176025,0.9289793968200684,12.19511604309082,13.761635541915894,13.040859460830688,1.1914303695958754,4
mvtec,tile,4,2,loio_conformal,13.722481727600098,1.366957187652588,12.637034177780151,15.782376050949097,14.69692850112915,2.965724342602242,4
mvtec,tile,4,3,loio_conformal,12.91771125793457,0.5396366119384766,12.577972888946533,13.919406652450562,13.579668283462524,1.7347434658407224,4
mvtec,tile,4,4,loio_conformal,14.07550048828125,0.7915468215942383,13.491798877716064,15.039018630981445,14.45531702041626,1.466009556146379,4
mvtec,tile,8,0,loio_conformal,12.255999565124512,0.8189444541931152,11.601884126663208,13.061579704284668,12.593945980072021,1.5192465543532256,8
mvtec,tile,8,1,loio_conformal,12.367400646209717,0.5804266929626465,11.964765310287476,13.325510740280151,12.8487309217453,1.5157331325532495,8
mvtec,tile,8,2,loio_conformal,13.369647026062012,1.5010781288146973,12.321564435958862,14.72356390953064,13.71735405921936,2.6761644000365603,8
mvtec,tile,8,3,loio_conformal,12.261809349060059,0.6263647079467773,11.662632942199707,12.970499277114868,12.785558938980103,1.547525055055509,8
mvtec,tile,8,4,loio_conformal,12.781709671020508,0.5572395324707031,12.46200180053711,13.30864930152893,12.718796730041504,0.8577032090124121,8
mvtec,toothbrush,1,0,patch_split_conformal,15.712081909179688,0.0,15.712081909179688,15.712081909179688,15.712081909179688,0.0,1
mvtec,toothbrush,1,1,patch_split_conformal,13.715020179748535,0.0,13.715020179748535,13.715020179748535,13.715020179748535,0.0,1
mvtec,toothbrush,1,2,patch_split_conformal,14.308347702026367,0.0,14.308347702026367,14.308347702026367,14.308347702026367,0.0,1
mvtec,toothbrush,1,3,patch_split_conformal,13.872017860412598,0.0,13.872017860412598,13.872017860412598,13.872017860412598,0.0,1
