dataset,class,k_shot,seed,support_calibration_mode,residual_index,loio_residual
mvtec,hazelnut,8,0,loio_conformal,0,18.868837356567383
mvtec,hazelnut,8,0,loio_conformal,1,20.67690086364746
mvtec,hazelnut,8,0,loio_conformal,2,17.479440689086914
mvtec,hazelnut,8,0,loio_conformal,3,18.632184982299805
mvtec,hazelnut,8,0,loio_conformal,4,16.7238712310791
mvtec,hazelnut,8,0,loio_conformal,5,20.254459381103516
mvtec,hazelnut,8,0,loio_conformal,6,19.46142578125
mvtec,hazelnut,8,0,loio_conformal,7,23.841888427734375
mvtec,hazelnut,8,1,loio_conformal,0,20.667423248291016
mvtec,hazelnut,8,1,loio_conformal,1,18.346569061279297
mvtec,hazelnut,8,1,loio_conformal,2,19.207794189453125
mvtec,hazelnut,8,1,loio_conformal,3,16.249176025390625
mvtec,hazelnut,8,1,loio_conformal,4,21.035268783569336
mvtec,hazelnut,8,1,loio_conformal,5,20.928884506225586
mvtec,hazelnut,8,1,loio_conformal,6,21.792926788330078
mvtec,hazelnut,8,1,loio_conformal,7,19.871049880981445
mvtec,hazelnut,8,2,loio_conformal,0,18.3435001373291
mvtec,hazelnut,8,2,loio_conformal,1,19.49839210510254
mvtec,hazelnut,8,2,loio_conformal,2,22.73624610900879
mvtec,hazelnut,8,2,loio_conformal,3,20.688762664794922
mvtec,hazelnut,8,2,loio_conformal,4,18.766307830810547
mvtec,hazelnut,8,2,loio_conformal,5,21.632827758789062
mvtec,hazelnut,8,2,loio_conformal,6,22.369598388671875
mvtec,hazelnut,8,2,loio_conformal,7,18.312685012817383
mvtec,hazelnut,8,3,loio_conformal,0,20.119857788085938
mvtec,hazelnut,8,3,loio_conformal,1,19.74917984008789
mvtec,hazelnut,8,3,loio_conformal,2,18.69487953186035
mvtec,hazelnut,8,3,loio_conformal,3,19.349971771240234
mvtec,hazelnut,8,3,loio_conformal,4,21.525569915771484
mvtec,hazelnut,8,3,loio_conformal,5,22.353015899658203
mvtec,hazelnut,8,3,loio_conformal,6,24.93853187561035
mvtec,hazelnut,8,3,loio_conformal,7,23.7711124420166
mvtec,hazelnut,8,4,loio_conformal,0,16.663536071777344
